,PCODE,Region,Province,Municipality_City,food,clothing,power,entertainment,house_items,Health,Transport,Education,Communication,leisure,eats,poverty
383,PH034923000,Region III,Nueva Ecija,Rizal,18.2,1.6,9.0,15.5,20.9,19.3,2.4,12.5,30.2,3.3,10.9,0.0
384,PH034924000,Region III,Nueva Ecija,San Antonio,18.0,2.0,10.8,14.8,21.3,17.2,3.3,18.9,23.4,4.1,17.5,0.0
385,PH034925000,Region III,Nueva Ecija,San Isidro,12.6,1.8,14.5,9.6,15.6,11.8,2.7,22.5,14.6,3.1,20.9,0.0
386,PH034926000,Region III,Nueva Ecija,Sab Jose City,14.2,1.2,8.8,12.1,16.2,19.1,2.2,11.7,24.5,3.2,13.1,0.0
387,PH034927000,Region III,Nueva Ecija,San Leonardo,12.2,1.7,14.0,9.4,15.0,13.6,2.5,18.6,19.8,3.5,17.4,0.0
388,PH034928000,Region III,Nueva Ecija,Santa Rosa,15.6,1.5,9.7,13.1,18.1,15.0,2.0,13.0,24.6,2.8,11.5,0.0
389,PH034929000,Region III,Nueva Ecija,Santo Domingo,18.7,1.9,10.1,15.6,21.8,20.3,2.5,12.3,30.8,4.3,13.8,0.0
390,PH034930000,Region III,Nueva Ecija,Talavera,17.4,1.2,7.1,15.4,19.4,18.3,1.8,10.1,21.2,2.4,11.4,0.0
391,PH034931000,Region III,Nueva Ecija,Talugtug,28.5,1.8,6.2,25.6,31.4,36.0,3.0,8.3,42.2,4.3,10.2,0.0
392,PH034932000,Region III,Nueva Ecija,Zaragoza,18.2,1.6,8.8,15.6,20.9,19.3,2.6,13.6,20.2,3.0,15.0,0.0
393,PH035401000,Region III,Pampanga,Angeles City,1.3,0.4,30.8,0.7,2.0,5.0,1.1,22.4,5.5,1.1,19.3,0.0
394,PH035402000,Region III,Pampanga,Apalit,4.0,1.1,26.5,2.3,5.8,9.1,2.1,22.7,9.6,2.3,24.3,0.0
395,PH035403000,Region III,Pampanga,Arayat,7.3,1.1,15.7,5.4,9.2,8.7,1.6,18.3,9.4,1.9,20.6,0.0
396,PH035404000,Region III,Pampanga,Bacolor,4.4,1.0,23.9,2.6,6.1,6.2,1.8,28.3,5.5,2.1,38.0,0.0
397,PH035405000,Region III,Pampanga,Candaba,6.6,0.9,13.9,5.1,8.1,17.7,2.7,15.3,22.5,3.0,13.3,0.0
398,PH035406000,Region III,Pampanga,Floridablanca,6.8,0.8,11.8,5.5,8.1,13.4,1.6,11.6,8.1,1.6,20.0,0.0
399,PH035407000,Region III,Pampanga,Guagua,3.8,0.6,16.4,2.8,4.9,7.4,1.3,17.9,4.1,1.0,23.9,0.0
400,PH035408000,Region III,Pampanga,Lubao,5.4,0.7,13.2,4.2,6.5,10.6,1.5,13.9,10.5,1.7,16.3,0.0
401,PH035409000,Region III,Pampanga,Mabalacat,1.8,0.7,36.8,0.7,3.0,7.2,2.1,29.5,7.0,2.3,33.4,0.0
402,PH035410000,Region III,Pampanga,Macabebe,4.8,0.8,16.6,3.5,6.1,9.2,1.9,20.9,10.2,2.1,20.9,0.0
403,PH035411000,Region III,Pampanga,Magalang,5.0,0.8,15.9,3.7,6.3,8.1,1.9,23.4,10.8,2.0,18.8,0.0
404,PH035412000,Region III,Pampanga,Masantol,8.1,1.3,15.9,6.0,10.2,9.1,2.2,24.0,14.9,2.5,16.8,0.0
405,PH035413000,Region III,Pampanga,Mexico,3.9,0.6,16.3,2.9,5.0,7.7,1.4,18.5,7.4,1.6,21.4,0.0
406,PH035414000,Region III,Pampanga,Minalin,6.0,1.1,19.1,4.1,7.8,9.0,2.1,22.8,6.4,2.0,31.6,0.0
407,PH035415000,Region III,Pampanga,Porac,7.1,1.0,14.3,5.4,8.7,11.3,2.1,18.3,11.1,2.3,20.7,0.0
408,PH035416000,Region III,Pampanga,San Fernando City,2.5,0.5,19.7,1.7,3.3,4.8,1.1,22.9,4.3,1.0,22.8,0.0
409,PH035417000,Region III,Pampanga,San Luis,6.0,1.2,19.1,4.1,7.9,16.2,2.9,17.7,20.3,4.1,20.0,0.0
410,PH035418000,Region III,Pampanga,San Simon,4.4,1.2,26.7,2.4,6.3,9.1,2.4,25.8,8.7,2.1,23.8,0.0
411,PH035419000,Region III,Pampanga,Santa Ana,6.1,1.2,19.5,4.1,8.1,11.0,2.4,22.0,13.0,3.0,23.0,0.0
412,PH035420000,Region III,Pampanga,Santa Rita,4.9,1.4,28.1,2.6,7.2,9.4,2.8,30.3,5.7,2.3,40.5,0.0
413,PH035421000,Region III,Pampanga,Santo Tomas,2.6,1.1,43.5,0.7,4.5,6.0,2.3,39.3,5.1,2.1,40.4,0.0
414,PH035422000,Region III,Pampanga,Sasmuan,6.7,1.3,18.7,4.7,8.8,11.5,2.3,20.3,12.1,2.5,20.3,0.0
415,PH036901000,Region III,Tarlac,Anao,9.8,1.4,14.3,7.5,12.0,18.0,3.3,18.1,13.9,2.4,17.3,0.0
416,PH036902000,Region III,Tarlac,Bamban,4.6,1.3,27.8,2.5,6.7,10.6,3.4,32.0,7.6,2.8,37.2,0.0
417,PH036903000,Region III,Tarlac,Camiling,9.5,0.8,8.3,8.2,10.8,15.8,1.8,11.6,10.7,1.3,12.1,0.0
418,PH036904000,Region III,Tarlac,Capas,14.3,1.7,11.6,11.5,17.0,13.2,2.5,19.3,11.3,2.9,25.9,0.0
419,PH036905000,Region III,Tarlac,Concepcion,6.7,1.0,14.6,5.1,8.3,13.5,1.9,13.9,12.4,2.2,17.5,0.0
420,PH036906000,Region III,Tarlac,Gerona,10.9,1.1,10.1,9.1,12.7,17.6,2.2,12.4,13.9,1.7,12.0,0.0
421,PH036907000,Region III,Tarlac,La Paz,6.4,1.1,17.1,4.6,8.2,17.0,2.5,14.5,21.2,3.0,13.9,0.0
422,PH036908000,Region III,Tarlac,Mayantoc,12.6,1.2,9.9,10.6,14.7,28.3,4.0,14.0,24.2,2.9,12.1,0.0
423,PH036909000,Region III,Tarlac,Moncada,11.3,1.3,11.7,9.1,13.4,15.9,2.1,13.4,14.5,2.3,16.0,0.0
424,PH036910000,Region III,Tarlac,Paniqui,10.7,1.1,10.1,8.9,12.4,12.8,1.6,12.5,8.4,1.4,16.5,0.0
425,PH036911000,Region III,Tarlac,Pura,10.8,1.5,13.9,8.3,13.3,14.7,2.7,18.1,13.3,3.0,22.4,0.0
426,PH036912000,Region III,Tarlac,Ramos,13.0,2.0,15.5,9.7,16.3,16.7,3.2,19.2,19.0,3.9,20.7,0.0
427,PH036913000,Region III,Tarlac,San Clemente,11.8,1.8,15.0,8.9,14.7,18.2,3.1,17.3,24.2,4.8,19.9,0.0
428,PH036914000,Region III,Tarlac,San Manuel,10.0,1.4,13.9,7.7,12.3,17.0,3.1,18.4,16.7,3.3,19.6,0.0
429,PH036915000,Region III,Tarlac,Santa Ignacia,12.7,1.4,11.4,10.3,15.1,21.8,2.9,13.1,23.9,3.0,12.6,0.0
430,PH036916000,Region III,Tarlac,Tarlac City,8.5,0.8,9.1,7.2,9.8,8.7,0.8,9.5,7.1,1.0,14.6,0.0
431,PH036917000,Region III,Tarlac,Victoria,11.3,1.2,10.8,9.3,13.3,20.2,2.7,13.3,21.6,2.8,13.1,0.0
432,PH036918000,Region III,Tarlac,San Jose,24.0,2.1,8.8,20.5,27.5,32.1,3.9,12.1,37.8,5.8,15.3,0.0
433,PH037101000,Region III,Zambales,Botolan,23.7,2.2,9.1,20.2,27.3,17.4,2.4,14.0,22.4,4.3,19.2,0.0
434,PH037102000,Region III,Zambales,Cabanglan,17.3,1.7,9.8,14.5,20.1,21.2,2.7,12.5,9.2,2.2,24.2,0.0
435,PH037103000,Region III,Zambales,Candelabra,15.8,1.6,10.0,13.2,18.3,18.2,2.9,16.1,13.1,2.7,20.5,0.0
436,PH037104000,Region III,Zambales,Castillejos,7.8,1.4,17.4,5.5,10.0,12.5,2.6,21.1,6.2,2.1,34.4,0.0
437,PH037105000,Region III,Zambales,Iba,13.3,1.8,13.4,10.4,16.3,12.5,2.8,22.2,10.9,3.0,27.1,0.0
438,PH037106000,Region III,Zambales,Masinloc,18.0,2.1,11.8,14.5,21.5,18.2,3.4,18.4,15.1,2.5,16.4,0.0
439,PH037107000,Region III,Zambales,Olongapo City,3.1,1.0,30.6,1.5,4.7,4.5,1.6,35.1,4.7,1.3,28.2,0.0
440,PH037108000,Region III,Zambales,Paluig,20.8,1.9,9.2,17.6,23.9,21.3,2.7,12.7,19.2,3.3,17.2,0.0
441,PH037109000,Region III,Zambales,San Antonio,11.2,1.6,14.4,8.6,13.8,12.0,2.1,17.8,11.4,3.0,26.8,0.0
442,PH037110000,Region III,Zambales,San Felipe,13.7,2.0,14.4,10.4,16.9,14.5,3.7,25.4,7.7,2.2,28.5,0.0
443,PH037111000,Region III,Zambales,San Marcelino,14.1,1.4,10.3,11.7,16.5,14.8,2.0,13.5,12.5,2.5,19.9,0.0
444,PH037112000,Region III,Zambales,San Narciso,11.4,1.6,14.1,8.8,14.1,10.7,2.1,19.4,9.0,1.7,19.0,0.0
445,PH037113000,Region III,Zambales,Santa Cruz,18.9,1.6,8.4,16.3,21.5,18.7,2.7,14.3,18.2,2.6,14.3,0.0
446,PH037114000,Region III,Zambales,Subic,11.7,1.7,14.4,8.9,14.5,11.5,2.5,21.8,7.9,1.9,24.3,0.0
447,PH037701000,Region III,Aurora,Baler,10.0,1.6,16.3,7.3,12.7,9.6,2.2,23.4,11.6,2.6,22.2,0.0
448,PH037702000,Region III,Aurora,Casiguran,18.4,1.7,9.3,15.6,21.3,19.7,3.5,17.5,29.1,4.0,13.7,0.0
449,PH037703000,Region III,Aurora,Dilasag,13.9,2.2,15.6,10.4,17.5,19.2,3.9,20.4,34.8,5.6,16.0,0.0
450,PH037704000,Region III,Aurora,Dinalungan,13.8,2.1,15.1,10.4,17.2,25.6,4.9,19.2,31.0,5.0,16.2,0.0
451,PH037705000,Region III,Aurora,Dingalan,13.5,2.4,17.8,9.5,17.4,14.5,4.2,28.8,29.3,5.6,18.9,0.0
452,PH037706000,Region III,Aurora,Dipaculao,14.5,1.5,10.4,12.0,17.0,17.9,3.1,17.3,28.5,3.7,12.9,0.0
453,PH037707000,Region III,Aurora,Maria Aurora,10.1,1.0,10.1,8.5,11.8,13.2,2.0,15.4,18.4,2.3,12.3,0.0
454,PH037708000,Region III,Aurora,San Luis,13.2,1.7,12.7,10.4,16.0,13.8,3.1,22.0,26.0,3.9,14.9,0.0
455,PH041001000,Region IV-A,Batangas,Agoncillo,16.2,1.6,10.1,13.5,18.9,15.4,1.9,12.1,19.3,3.2,16.6,0.0
456,PH041002000,Region IV-A,Batangas,Alitagtag,6.5,0.6,10.0,5.4,7.6,8.6,1.5,17.0,7.5,2.2,28.8,0.0
457,PH041003000,Region IV-A,Batangas,Balayan,8.7,0.9,10.1,7.3,10.2,14.1,1.3,9.0,17.2,2.1,12.2,0.0
458,PH041004000,Region IV-A,Batangas,Balete,10.6,1.0,9.7,8.9,12.3,17.2,2.8,16.2,24.6,4.4,18.0,0.0
459,PH041005000,Region IV-A,Batangas,Batangas City,3.6,0.7,19.9,2.4,4.8,7.1,0.7,9.7,8.1,1.0,11.7,0.0
460,PH041006000,Region IV-A,Batangas,Bauan,4.3,1.0,22.9,2.7,5.9,2.7,0.7,24.4,6.1,1.5,23.8,0.0
461,PH041007000,Region IV-A,Batangas,Calaca,20.0,3.0,15.0,15.0,24.9,17.8,1.7,9.4,28.1,3.5,12.5,0.0
462,PH041008000,Region IV-A,Batangas,Calatagan,24.0,3.6,15.1,18.0,29.9,21.9,2.4,10.8,28.8,3.2,11.0,0.0
463,PH041009000,Region IV-A,Batangas,Cuenca,8.6,1.8,21.3,5.6,11.6,9.9,1.6,16.5,8.7,2.5,29.2,0.0
464,PH041010000,Region IV-A,Batangas,Ibaan,8.6,1.7,19.6,5.8,11.3,12.1,1.8,15.0,14.8,2.6,17.3,0.0
465,PH041011000,Region IV-A,Batangas,Laurel,31.3,5.8,18.7,21.7,40.9,21.8,2.5,11.3,29.8,4.5,15.1,0.0
466,PH041012000,Region IV-A,Batangas,Lemery,13.7,1.9,13.8,10.6,16.8,14.3,1.3,8.9,19.6,2.3,11.6,0.0
467,PH041013000,Region IV-A,Batangas,Lian,18.0,2.9,16.2,13.2,22.8,16.5,2.4,14.7,25.6,3.5,13.6,0.0
468,PH041014000,Region IV-A,Batangas,Lipa City,5.2,0.8,16.1,3.8,6.6,3.9,0.6,16.3,5.1,1.1,20.9,0.0
469,PH041015000,Region IV-A,Batangas,Lobo,25.9,4.1,16.0,19.0,32.7,19.1,2.1,10.7,39.5,5.2,13.1,0.0
470,PH041016000,Region IV-A,Batangas,Mabini,6.6,1.3,19.3,4.5,8.7,11.7,1.5,12.9,12.6,2.0,15.8,0.0
471,PH041017000,Region IV-A,Batangas,Malvar,6.6,1.7,25.1,3.9,9.4,6.5,1.5,22.2,7.5,2.1,27.6,0.0
472,PH041018000,Region IV-A,Batangas,Mataas Na Kahoy,4.8,1.4,29.4,2.5,7.1,9.8,2.0,20.1,8.7,2.2,24.8,0.0
473,PH041019000,Region IV-A,Batangas,Nasugbu,15.3,2.2,14.3,11.7,18.9,17.3,2.0,11.3,17.9,2.5,13.7,0.0
474,PH041020000,Region IV-A,Batangas,Padre Garcia,13.8,2.4,17.6,9.8,17.8,16.5,2.5,15.4,17.3,3.7,21.1,0.0
475,PH041021000,Region IV-A,Batangas,Rosario,14.9,2.2,14.5,11.4,18.5,16.8,1.4,8.1,22.3,2.7,12.0,0.0
476,PH041022000,Region IV-A,Batangas,San Jose,8.6,1.5,17.2,6.2,11.1,11.2,1.7,15.3,11.6,2.6,22.1,0.0
477,PH041023000,Region IV-A,Batangas,San Juan,21.2,2.9,13.5,16.5,25.9,15.4,1.7,11.0,24.1,2.6,10.8,0.0
478,PH041024000,Region IV-A,Batangas,San Luis,10.3,1.9,18.8,7.1,13.5,9.5,1.6,17.1,14.9,2.9,19.1,0.0
479,PH041025000,Region IV-A,Batangas,San Nicolas,10.6,2.4,22.6,6.7,14.6,5.3,1.5,27.5,8.5,2.2,26.2,0.0
480,PH041026000,Region IV-A,Batangas,San Pascual,3.0,0.8,27.4,1.6,4.3,5.8,1.2,20.1,7.4,1.8,23.9,0.0
481,PH041027000,Region IV-A,Batangas,Santa Teresita,6.0,1.8,29.9,3.1,9.0,9.4,2.0,20.8,12.5,2.7,22.0,0.0
482,PH041028000,Region IV-A,Batangas,Santo Tomas,5.4,1.2,21.4,3.5,7.3,8.6,1.4,16.3,10.0,2.0,19.7,0.0
483,PH041029000,Region IV-A,Batangas,Taal,7.0,1.4,19.5,4.7,9.2,4.1,1.0,23.2,4.6,1.2,25.4,0.0
484,PH041030000,Region IV-A,Batangas,Talisay,10.1,2.0,20.3,6.7,13.5,5.6,1.5,26.3,7.5,1.9,25.5,0.0
485,PH041031000,Region IV-A,Batangas,City Of Tanauan,5.9,1.0,16.2,4.3,7.4,4.0,0.7,16.6,7.1,1.2,17.4,0.0
486,PH041032000,Region IV-A,Batangas,Taysan,14.9,2.7,17.8,10.6,19.3,16.6,2.0,12.2,21.2,3.4,16.1,0.0
487,PH041033000,Region IV-A,Batangas,Tingloy,31.6,5.4,17.1,22.7,40.5,26.2,2.7,10.5,44.0,5.0,11.4,0.0
488,PH041034000,Region IV-A,Batangas,Tuy,19.8,3.4,17.0,14.2,25.3,18.0,1.9,10.6,26.6,3.4,12.9,0.0
489,PH042101000,Region IV-A,Cavite,Alfonso,6.0,0.9,14.7,4.5,7.4,13.8,1.6,11.9,17.3,2.4,14.1,0.0
490,PH042102000,Region IV-A,Cavite,Amadeo,1.9,0.4,24.1,1.1,2.6,6.3,1.2,19.2,13.4,2.4,17.8,0.0
491,PH042103000,Region IV-A,Cavite,Bacoor,1.1,0.3,30.9,0.5,1.7,3.6,0.6,17.1,5.2,1.0,19.7,0.0
492,PH042104000,Region IV-A,Cavite,Carmona,3.0,0.6,19.0,2.1,3.9,3.4,1.7,48.4,5.0,1.9,37.3,0.0
493,PH042105000,Region IV-A,Cavite,Cavite City,5.4,0.8,14.9,4.1,6.8,5.5,0.9,15.5,4.7,0.8,16.7,0.0
494,PH042106000,Region IV-A,Cavite,Dasmariâ€“as,4.8,0.8,16.7,3.5,6.1,5.3,0.8,15.8,5.2,1.1,21.5,0.0
495,PH042107000,Region IV-A,Cavite,General Emilio Aguinaldo,7.3,0.9,12.1,5.9,8.8,13.7,2.1,15.4,22.0,3.5,15.9,0.0
496,PH042108000,Region IV-A,Cavite,General Trias,3.2,1.0,30.5,1.6,4.8,3.5,1.0,29.3,4.8,1.6,34.2,0.0
497,PH042109000,Region IV-A,Cavite,Imus,1.1,0.3,30.9,0.5,1.7,2.3,0.4,16.2,3.0,0.6,19.7,0.0
498,PH042110000,Region IV-A,Cavite,Indang,3.0,0.8,27.2,1.7,4.4,6.7,0.9,13.5,9.6,1.7,17.6,0.0
499,PH042111000,Region IV-A,Cavite,Kawit,5.9,1.3,22.3,3.7,8.0,4.8,1.1,22.5,5.8,1.4,23.7,0.0
500,PH042112000,Region IV-A,Cavite,Magallanes,13.5,3.3,24.3,8.1,18.9,19.4,2.7,13.8,28.7,4.6,16.1,0.0
501,PH042113000,Region IV-A,Cavite,Maragondon,8.9,1.9,21.3,5.8,12.0,16.3,2.2,13.3,22.2,3.1,14.1,0.0
502,PH042114000,Region IV-A,Cavite,Mendez (Mendez-Nuâ€“ez),5.2,1.2,22.8,3.3,7.2,4.5,1.1,23.5,7.6,2.1,27.6,0.0
503,PH042115000,Region IV-A,Cavite,Naic,8.3,1.6,19.7,5.6,11.0,8.4,1.5,18.1,11.6,2.0,17.3,0.0
504,PH042116000,Region IV-A,Cavite,Noveleta,3.4,1.1,32.5,1.6,5.2,3.0,1.0,34.8,2.9,1.1,39.4,0.0
505,PH042117000,Region IV-A,Cavite,Rosario,7.5,1.7,22.7,4.7,10.3,5.9,1.3,22.4,7.8,2.0,25.8,0.0
506,PH042118000,Region IV-A,Cavite,Silang,5.5,0.8,14.7,4.2,6.9,11.0,1.3,11.6,11.6,1.8,15.4,0.0
507,PH042119000,Region IV-A,Cavite,Tagaytay City,6.6,1.3,19.2,4.5,8.6,5.6,1.0,18.4,7.6,1.7,21.9,0.0
508,PH042120000,Region IV-A,Cavite,Tanza,6.8,1.4,20.1,4.6,9.1,5.4,1.0,17.8,8.3,1.4,16.5,0.0
509,PH042121000,Region IV-A,Cavite,Ternate,9.0,2.8,31.1,4.4,13.7,16.5,2.8,16.8,12.0,3.6,30.0,0.0
510,PH042122000,Region IV-A,Cavite,Trece Martires City,4.6,1.5,31.9,2.2,7.0,4.3,1.3,30.9,3.9,1.4,35.6,0.0
511,PH042123000,Region IV-A,Cavite,Gen. Mariano Alvarez,6.0,1.5,25.3,3.5,8.6,5.7,1.1,19.7,4.4,1.2,28.0,0.0
512,PH043401000,Region IV-A,Laguna,Alaminos,2.1,0.5,23.2,1.3,2.9,6.4,1.6,25.5,5.4,1.6,30.4,0.0
513,PH043402000,Region IV-A,Laguna,Bay,3.2,0.5,16.1,2.4,4.1,2.8,1.0,36.5,6.3,1.8,28.8,0.0
514,PH043403000,Region IV-A,Laguna,Biâ€“an,7.9,1.0,12.4,6.3,9.5,1.7,0.7,43.1,2.0,0.8,40.9,0.0
515,PH043404000,Region IV-A,Laguna,Cabuyao,11.0,1.2,10.9,9.1,13.0,1.7,0.7,38.9,2.9,1.1,38.1,0.0
516,PH043405000,Region IV-A,Laguna,Calamba City,3.4,0.7,20.2,2.3,4.6,2.0,0.5,25.9,2.4,0.7,29.8,0.0
517,PH043406000,Region IV-A,Laguna,Calauan,13.0,3.4,25.7,7.5,18.5,12.0,1.9,16.1,16.6,3.2,19.2,0.0
518,PH043407000,Region IV-A,Laguna,Cavinti,14.0,3.5,24.9,8.3,19.8,11.5,1.9,16.5,13.5,3.3,24.2,0.0
519,PH043408000,Region IV-A,Laguna,Famy,15.7,3.3,21.3,10.2,21.1,11.0,2.5,22.6,15.8,3.9,24.7,0.0
520,PH043409000,Region IV-A,Laguna,Kalayaan,14.5,5.7,39.6,5.1,24.0,12.8,5.0,39.4,17.7,7.0,39.4,0.0
521,PH043410000,Region IV-A,Laguna,Liliw,9.9,1.9,19.7,6.7,13.1,7.6,1.5,19.2,10.5,2.0,19.1,0.0
522,PH043411000,Region IV-A,Laguna,Los Baâ€“os,2.7,1.0,35.5,1.1,4.3,1.6,0.8,46.0,2.6,1.1,41.3,0.0
523,PH043412000,Region IV-A,Laguna,Luisiana,7.3,2.2,30.4,3.6,10.9,8.2,1.5,17.9,8.7,2.6,29.6,0.0
524,PH043413000,Region IV-A,Laguna,Lumban,8.7,2.0,23.2,5.4,12.0,7.2,1.7,23.5,6.9,1.8,26.0,0.0
525,PH043414000,Region IV-A,Laguna,Mabitac,22.5,5.4,24.0,13.6,31.4,14.4,2.7,18.7,11.4,3.1,27.0,0.0
526,PH043415000,Region IV-A,Laguna,Magdalena,19.5,3.4,17.2,14.0,25.0,13.8,2.1,15.2,12.4,2.6,21.1,0.0
527,PH043416000,Region IV-A,Laguna,Majayjay,15.2,2.8,18.5,10.6,19.9,13.4,1.7,12.7,24.4,4.2,17.4,0.0
528,PH043417000,Region IV-A,Laguna,Nagcarlan,10.0,2.0,19.6,6.8,13.3,7.3,1.2,16.9,9.4,1.8,19.4,0.0
529,PH043418000,Region IV-A,Laguna,Paete,7.7,2.6,33.2,3.5,11.9,3.2,1.7,53.3,2.2,1.3,61.8,0.0
530,PH043419000,Region IV-A,Laguna,Pagsanjan,7.2,1.8,24.7,4.3,10.1,2.8,0.9,32.9,2.8,1.1,38.2,0.0
531,PH043420000,Region IV-A,Laguna,Pakil,12.7,2.8,21.7,8.1,17.2,8.9,2.2,24.6,14.4,3.2,21.8,0.0
532,PH043421000,Region IV-A,Laguna,Pangil,16.2,4.2,25.8,9.3,23.0,7.4,2.2,29.3,11.8,3.9,32.8,0.0
533,PH043422000,Region IV-A,Laguna,Pila,8.4,1.7,19.8,5.6,11.1,3.4,1.0,30.4,5.3,1.9,35.6,0.0
534,PH043423000,Region IV-A,Laguna,Rizal,4.9,1.7,35.0,2.1,7.7,5.8,1.7,30.1,5.7,2.4,41.8,0.0
535,PH043424000,Region IV-A,Laguna,San Pablo City,5.6,0.9,16.6,4.1,7.1,2.7,0.5,19.8,3.5,0.7,19.9,0.0
536,PH043425000,Region IV-A,Laguna,San Pedro,1.0,0.6,52.9,0.1,1.9,1.4,0.6,41.1,1.9,0.9,49.0,0.0
537,PH043426000,Region IV-A,Laguna,Santa Cruz,5.2,1.3,25.1,3.1,7.4,2.3,0.8,33.5,3.4,1.1,32.7,0.0
538,PH043427000,Region IV-A,Laguna,Santa Maria,20.6,3.4,16.8,14.9,26.2,16.8,2.1,12.2,20.6,3.1,15.0,0.0
539,PH043428000,Region IV-A,Laguna,Santa Rosa City,1.9,0.7,36.1,0.8,3.0,1.5,0.6,40.1,1.7,0.8,46.0,0.0
540,PH043429000,Region IV-A,Laguna,Siniloan,11.0,2.0,18.5,7.7,14.4,11.4,2.2,19.7,9.5,2.2,22.6,0.0
541,PH043430000,Region IV-A,Laguna,Victoria,8.6,2.4,27.5,4.7,12.5,3.7,1.5,39.1,5.6,2.6,45.5,0.0
542,PH045601000,Region IV-A,Quezon,Agdangan,21.6,2.1,9.7,18.2,25.1,19.8,2.6,12.9,41.9,5.6,13.4,0.0
543,PH045602000,Region IV-A,Quezon,Alabat,13.4,1.6,11.6,10.8,16.0,17.0,1.9,11.3,30.0,4.0,13.3,0.0
544,PH045603000,Region IV-A,Quezon,Atimonan,37.3,3.0,8.0,32.4,42.3,12.7,1.4,11.1,16.6,2.4,14.5,0.0
545,PH045605000,Region IV-A,Quezon,Buenavista,46.6,4.4,9.5,39.3,53.9,34.9,2.3,6.5,74.4,5.4,7.2,0.0
546,PH045606000,Region IV-A,Quezon,Burdeos,50.8,6.2,12.2,40.6,60.9,39.3,3.8,9.6,52.3,5.5,10.5,0.0
547,PH045607000,Region IV-A,Quezon,Calauag,28.1,3.3,11.8,22.7,33.6,25.8,1.8,6.8,43.4,3.9,8.9,0.0
548,PH045608000,Region IV-A,Quezon,Candelaria,12.8,2.6,20.5,8.5,17.1,10.6,1.6,15.1,10.0,2.2,22.0,0.0
549,PH045610000,Region IV-A,Quezon,Catanauan,30.6,3.0,9.8,25.6,35.5,27.8,2.0,7.1,50.0,4.7,9.4,0.0
550,PH045615000,Region IV-A,Quezon,Dolores,13.7,3.4,25.1,8.1,19.4,13.3,2.5,18.4,16.6,4.1,24.4,0.0
551,PH045616000,Region IV-A,Quezon,General Luna,32.5,4.4,13.6,25.2,39.7,27.5,2.5,9.0,42.4,3.8,9.0,0.0
552,PH045617000,Region IV-A,Quezon,General Nakar,43.3,6.0,14.0,33.4,53.2,27.8,3.0,10.9,49.7,5.5,11.1,0.0
553,PH045618000,Region IV-A,Quezon,Guinayangan,29.0,3.7,12.7,23.0,35.1,27.5,1.8,6.5,46.9,4.5,9.6,0.0
554,PH045619000,Region IV-A,Quezon,Gumaca,13.1,2.6,19.5,8.9,17.3,16.7,1.6,9.3,19.7,2.3,11.7,0.0
555,PH045620000,Region IV-A,Quezon,Infanta,13.7,2.5,18.1,9.6,17.7,15.0,2.3,15.2,26.4,3.5,13.1,0.0
556,PH045621000,Region IV-A,Quezon,Jomalig,57.6,9.2,16.0,42.4,72.8,39.0,5.1,13.2,74.9,7.6,10.1,0.0
557,PH045622000,Region IV-A,Quezon,Lopez,23.1,3.0,12.8,18.2,28.0,21.7,1.4,6.5,38.9,3.6,9.3,0.0
558,PH045623000,Region IV-A,Quezon,Lucban,5.3,1.9,36.9,2.1,8.5,5.2,1.3,24.7,12.2,2.4,19.5,0.0
559,PH045624000,Region IV-A,Quezon,Lucena City,6.6,1.4,21.0,4.3,8.8,3.6,0.9,24.7,5.4,1.5,27.3,0.0
560,PH045625000,Region IV-A,Quezon,Macalelon,30.0,3.7,12.4,23.9,36.1,29.5,2.5,8.3,55.7,5.7,10.3,0.0
561,PH045627000,Region IV-A,Quezon,Mauban,26.5,3.7,13.9,20.5,32.6,21.5,1.9,9.0,29.3,3.2,10.9,0.0
562,PH045628000,Region IV-A,Quezon,Mulanay,39.7,4.3,10.8,32.6,46.7,31.5,2.5,7.9,66.3,6.4,9.7,0.0
563,PH045629000,Region IV-A,Quezon,Padre Burgos,27.0,3.6,13.2,21.1,32.8,17.2,2.4,13.7,33.6,4.4,13.1,0.0
564,PH045630000,Region IV-A,Quezon,Pagbilao,12.1,2.4,20.2,8.1,16.1,13.4,2.0,14.9,12.9,2.3,17.5,0.0
565,PH045631000,Region IV-A,Quezon,Panukulan,42.4,5.8,13.6,32.9,51.9,34.5,3.3,9.5,54.9,6.3,11.5,0.0
566,PH045632000,Region IV-A,Quezon,Patnanungan,55.4,8.3,14.9,41.8,69.0,36.0,5.7,15.8,71.2,8.0,11.3,0.0
567,PH045633000,Region IV-A,Quezon,Perez,37.7,5.1,13.6,29.3,46.2,29.7,3.3,11.2,50.5,6.1,12.2,0.0
568,PH045634000,Region IV-A,Quezon,Pitogo,28.1,3.5,12.3,22.4,33.8,24.2,2.0,8.2,37.0,3.6,9.7,0.0
569,PH045635000,Region IV-A,Quezon,Plaridel,16.6,3.5,21.3,10.8,22.4,12.3,2.2,17.7,15.6,3.9,24.8,0.0
570,PH045636000,Region IV-A,Quezon,Polillo,30.8,4.6,15.1,23.1,38.4,27.0,2.2,8.3,36.5,4.5,12.2,0.0
571,PH045637000,Region IV-A,Quezon,Quezon,26.4,4.3,16.1,19.4,33.4,29.2,2.5,8.6,49.8,4.6,9.2,0.0
572,PH045638000,Region IV-A,Quezon,Real,29.8,4.4,15.0,22.4,37.1,17.1,2.0,11.8,26.0,3.9,14.9,0.0
